,gender,SeniorCitizen,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_scaled,Charges_scaled
2335,0,0,1,0,1,0,0,0,0,0,1,0,19.35,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0.5138888888888888,0.07673090237710593
2336,1,0,1,1,1,1,1,2,2,1,1,0,74.4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.3333333333333333,0.1954881144703439
2337,0,0,1,1,1,2,1,2,2,2,1,1,100.85,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.6805555555555555,0.5571832448649896
2338,0,0,1,1,1,2,1,2,2,1,1,1,96.2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.15277777777777776,0.13884721901684746
2339,1,0,0,1,1,2,2,2,1,1,0,0,100.1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.611111111111111,0.5030636972074776
2340,0,0,0,1,1,0,0,0,0,0,1,0,25.2,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0.15277777777777776,0.026119316870528504
2341,1,0,1,0,0,1,2,1,2,2,1,0,29.3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.5972222222222222,0.13907800600046158
2342,0,0,0,1,1,1,2,1,2,2,1,0,50.55,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.003663743364874221
2343,0,0,1,0,1,0,0,0,0,0,0,0,23.85,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.3194444444444444,0.07002654050311563
2344,0,1,1,1,1,1,1,2,2,1,1,1,69.5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.3472222222222222,0.2000750057696746
2345,1,1,1,1,1,2,2,2,2,2,1,1,75.1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.19444444444444442,0.1147645972767136
2346,0,0,0,1,1,2,2,1,2,2,1,1,80.05,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0.1388888888888889,0.09368797599815372
2347,1,0,1,0,1,2,1,1,2,2,1,1,80.65,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.375,0.25282137087468265
2348,1,0,0,1,1,2,2,1,1,2,1,1,105.35,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.041666666666666664,0.03513154858066005
2349,1,0,0,1,1,0,0,0,0,0,0,0,25.7,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.1388888888888889,0.02686360489268405
2350,1,1,0,1,0,1,2,2,1,1,1,0,45.4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.06944444444444445,0.022611354719593815
2351,1,0,1,0,1,0,0,0,0,0,0,0,26.3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.6666666666666666,0.14150126932840987
2352,0,1,0,1,1,1,2,1,1,2,1,1,64.95,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.09722222222222221,0.05479459958458343
2353,0,0,0,1,0,1,2,2,1,2,1,1,49.05,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0.611111111111111,0.25919686129702285
2354,0,0,0,1,1,1,2,2,1,1,1,0,76.4,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0.027777777777777776,0.016385875836602816
2355,0,0,0,1,1,2,2,1,2,2,1,1,76.65,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.05555555555555555,0.03632587122086315
2356,1,0,0,1,1,2,2,2,2,1,1,0,98.8,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5138888888888888,0.3988864528040619
2357,0,0,0,1,1,0,0,0,0,0,1,1,19.3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.18055555555555555,0.030060004615739672
2358,0,0,0,1,1,1,2,1,2,2,1,1,58.6,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.5416666666666666,0.25452342487883683
2359,1,0,1,1,1,1,1,2,2,2,1,0,56.1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.5833333333333333,0.27325755827371334
2360,0,0,0,0,1,2,1,1,2,1,1,1,105.2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.6388888888888888,0.5543561043157166
2361,1,0,1,0,1,1,1,1,2,2,1,1,55.85,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.2222222222222222,0.09681513962612509
2362,1,0,1,0,0,1,2,2,1,1,0,0,46.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.75,0.27755019616893606
2363,1,0,0,1,1,1,2,1,1,2,1,1,66.4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.4583333333333333,0.25693514885760443
2364,0,0,0,1,0,1,2,2,1,2,1,1,50.6,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0.3055555555555555,0.12168243711054696
2365,1,0,0,1,1,2,1,2,2,1,1,1,89.2,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.4861111111111111,0.3730094622663282
2366,0,0,0,1,1,0,0,0,0,0,1,0,20.95,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0.05555555555555555,0.00769674590353104
2367,1,0,0,1,1,0,0,0,0,0,0,0,20.45,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.013888888888888888,0.00019039926148165225
2368,1,0,1,1,1,0,0,0,0,0,1,0,20.85,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.5,0.08091968612970228
2369,1,0,1,0,1,1,1,2,2,1,1,0,54.3,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.3472222222222222,0.14747288252942534
2370,0,0,0,1,1,1,1,1,2,1,0,0,71.1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.041666666666666664,0.022449803831063927
2371,1,0,0,1,1,2,1,2,2,2,1,1,100.75,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.3055555555555555,0.23957996768982232
2372,0,0,1,0,1,2,1,2,1,2,1,0,100.7,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.2222222222222222,0.1735402723286407
2373,0,1,0,1,1,2,2,1,2,1,1,1,106.8,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.6944444444444444,0.6149492268636049
2374,0,0,0,1,1,0,0,0,0,0,1,1,21.2,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0.1388888888888889,0.023522963304869606
2375,0,0,0,1,1,1,1,1,1,1,1,0,74.3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.3472222222222222,0.21290099238402954
2376,1,1,0,1,1,2,2,2,2,2,1,1,96.15,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.4444444444444444,0.3462324024924994
2377,0,0,1,0,1,0,0,0,0,0,0,0,19.35,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0.875,0.14367066697438263
2378,1,0,0,0,1,1,2,2,2,1,1,1,48.65,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.06944444444444445,0.024971151627048233
2379,1,1,1,1,0,1,2,1,2,2,1,1,30.35,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0.611111111111111,0.15473113316408957
2380,0,1,0,1,1,2,2,2,2,2,1,1,96.15,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.2222222222222222,0.17429033002538658
2381,1,0,1,1,1,1,1,2,2,1,1,1,64.15,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.2777777777777778,0.14489383798753752
2382,0,0,0,1,1,2,1,2,2,1,1,0,106.4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.41666666666666663,0.3684629586891299
2383,0,0,0,1,1,1,2,2,2,2,1,0,45.05,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.7638888888888888,0.2819986152780983
2384,0,1,1,0,1,1,2,2,1,2,1,1,65.2,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.8472222222222222,0.45537156704361875
2385,1,0,1,0,1,0,0,0,0,0,1,0,19.95,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0.013888888888888888,0.00013270251557812116
2386,0,0,0,1,1,2,2,2,1,2,1,1,94.1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.75,0.5818255250403876
2387,1,0,0,1,1,2,2,2,2,2,1,1,70.0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.1388888888888889,0.08322178629125318
2388,1,0,0,0,1,1,1,1,2,2,1,1,55.25,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.5555555555555556,0.24468036002769444
2389,0,0,1,0,1,2,1,1,2,2,1,1,79.15,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.7083333333333333,0.4615451188552966
2390,1,0,1,0,1,2,1,1,2,1,0,0,105.5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1.0,0.8761539349180707
2391,1,0,0,1,1,2,1,2,1,1,0,0,99.25,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.8888888888888888,0.7535945072697899
2392,1,0,1,1,1,0,0,0,0,0,0,0,25.85,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,0.21387029771520888
2393,0,0,1,0,1,0,0,0,0,0,1,0,19.55,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.736111111111111,0.11413570274636511
2394,1,0,0,1,0,1,2,2,2,2,1,0,24.75,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0.041666666666666664,0.005556196630510039
2395,1,1,0,1,1,2,2,2,2,2,1,1,70.05,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.005913916455111932
2396,1,0,1,0,1,2,1,2,2,2,1,0,84.05,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0.18055555555555555,0.12422109393030234
2397,0,0,0,1,0,1,2,2,1,2,1,1,50.75,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0.5416666666666666,0.22993307177475192
2398,0,0,0,1,1,2,2,2,2,2,1,1,77.65,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0.125,0.08023886452804062
2399,1,0,0,1,1,0,0,0,0,0,0,0,25.25,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.3055555555555555,0.06320101546272791
2400,1,1,1,1,1,2,2,2,1,2,1,1,99.05,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.75,0.6089199169166859
2401,1,0,0,1,0,1,1,2,2,1,1,0,35.6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.40277777777777773,0.12160166166628202
2402,1,0,1,1,1,2,1,1,1,1,1,1,117.8,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.9999999999999999
2403,1,0,1,1,1,1,1,1,1,1,0,0,79.55,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,0.6683706438956842
2404,1,0,1,1,1,2,2,1,1,1,1,1,109.55,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.6527777777777778,0.5891703207939073
2405,0,0,1,0,1,1,2,2,2,2,1,0,49.9,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.38888888888888884,0.16056427417493654
2406,1,0,0,1,0,1,2,2,2,1,1,0,30.4,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0.041666666666666664,0.007310177705977384
2407,1,1,1,0,1,1,1,1,1,2,0,1,75.15,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.6944444444444444,0.43891645511193167
2408,1,0,0,1,1,2,2,2,2,2,1,1,69.8,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.005885068082160165
2409,1,0,0,1,1,2,2,2,1,2,1,0,94.95,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0.027777777777777776,0.01838218324486499
2410,1,0,0,1,1,2,2,2,2,2,1,0,70.7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.027777777777777776,0.012739441495499652
2411,0,0,1,1,1,2,2,1,1,1,1,1,109.5,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.9722222222222222,0.8834237249019156
2412,1,0,0,1,1,2,2,1,1,1,1,1,87.35,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.7083333333333333,0.5139856912070159
2413,1,1,1,1,1,2,2,1,1,2,1,1,104.35,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.9027777777777777,0.7569524578813756
2414,1,0,0,1,1,2,2,2,2,2,1,1,90.55,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0.013888888888888888,0.008279483037156705
2415,0,0,0,0,0,1,2,1,2,2,1,0,30.15,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0.18055555555555555,0.04193399492268636
2416,0,0,0,1,1,2,2,2,2,1,1,1,98.5,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.1388888888888889,0.11994576505885068
2417,0,0,1,0,1,0,0,0,0,0,0,0,20.3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.7638888888888888,0.12234594968843758
2418,0,0,0,1,1,1,2,2,2,1,1,1,70.75,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.09722222222222221,0.04984998846065083
2419,1,0,0,1,1,0,0,0,0,0,1,1,19.45,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.041666666666666664,0.0058216016616662826
2420,1,0,0,1,0,1,2,2,1,1,1,0,33.7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.6388888888888888,0.17528848372951766
2421,1,0,0,1,1,1,2,1,2,1,1,1,75.75,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.7777777777777777,0.4922513270251557
2422,0,0,1,0,1,2,1,1,1,1,0,0,115.1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.8472222222222222,0.8065255019616894
2423,1,0,1,0,1,2,2,1,2,1,1,1,93.25,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.7222222222222222,0.5322986383567967
2424,0,0,0,1,1,2,2,2,2,2,1,0,70.25,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.5694444444444444,0.3287849065312716
2425,0,0,0,1,1,0,0,0,0,0,0,0,25.5,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.9444444444444444,0.20805446572813294
2426,0,0,1,0,1,1,1,1,1,2,1,1,78.35,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.5694444444444444,0.36838218324486494
2427,1,0,1,0,1,1,2,2,1,1,1,1,69.65,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.6944444444444444,0.39503231017770596
2428,0,0,1,1,1,2,1,1,1,1,0,1,115.15,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.986111111111111,0.9299907685206555
2429,1,0,0,1,1,2,2,2,2,2,1,0,83.05,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.3055555555555555,0.20545811216247403
2430,1,0,1,0,1,0,0,0,0,0,0,0,19.5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.8194444444444444,0.13028502192476343
2431,1,0,1,0,1,2,2,2,2,2,1,1,69.8,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.08333333333333333,0.04143203323332565
2432,0,0,1,0,1,0,0,0,0,0,0,1,24.5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.4583333333333333,0.08325640433879529
2433,0,0,1,0,1,0,0,0,0,0,1,0,24.1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.2361111111111111,0.045130394645741985
2434,1,0,1,0,1,1,1,1,2,1,1,0,59.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.6805555555555555,0.34058389106854375
2435,1,0,1,1,1,1,2,1,1,2,0,0,82.15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.6653011770136165
2436,1,1,1,1,1,2,2,2,1,2,1,1,100.45,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.2361111111111111,0.18505077313639512
2437,1,0,0,0,1,1,1,2,1,2,1,0,64.85,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.20833333333333331,0.10754096468959151
2438,1,0,1,0,1,0,0,0,0,0,1,0,19.65,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.1111111111111111,0.01741864758827602
2439,1,0,0,1,1,1,1,1,1,2,1,0,65.05,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.3055555555555555,0.16256058158319872
2440,1,0,1,0,1,0,0,0,0,0,0,1,24.95,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.7083333333333333,0.13887029771520887
2441,0,0,0,1,1,2,2,1,1,2,1,1,91.65,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.5972222222222222,0.45410800830833137
2442,1,0,0,1,0,1,2,2,2,2,1,0,25.1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0.041666666666666664,0.007039003000230787
2443,0,1,1,0,1,2,1,2,1,1,1,1,104.5,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.6666666666666666,0.5826505885068083
2444,0,0,1,0,1,1,1,1,1,2,1,1,60.8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.4722222222222222,0.23346988229863835
2445,1,1,1,0,1,2,2,1,1,1,1,1,111.95,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.5694444444444444,0.521128548349873
2446,0,0,1,0,1,2,2,1,1,1,1,1,112.35,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.9305555555555555,0.850409646895915
2447,0,0,0,0,1,1,1,1,2,1,1,1,75.9,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.2638888888888889,0.15656588968382182
2448,0,0,1,0,1,2,1,2,2,2,1,1,99.65,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.875,0.7261020078467574
2449,0,0,0,1,1,2,2,2,2,2,1,1,85.2,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0.25,0.17714054927302103
2450,0,0,1,1,1,0,0,0,0,0,1,1,20.65,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.013888888888888888,0.00021347795984306452
2451,0,0,1,1,1,2,2,2,2,2,1,1,94.0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.15277777777777776,0.12232864066466653
2452,1,0,0,1,1,2,1,1,1,2,1,0,90.4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.41666666666666663,0.3233152550196169
2453,1,0,0,1,1,2,2,2,2,2,1,1,74.95,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.3194444444444444,0.1952054004154166
2454,0,0,1,1,1,2,2,1,1,2,1,1,105.05,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.7222222222222222,0.6469016847449804
2455,1,0,1,0,1,0,0,0,0,0,1,1,19.85,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.18055555555555555,0.026909762289406877
2456,1,0,1,0,1,1,2,2,1,2,0,0,63.35,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.75,0.39121855527348254
2457,1,0,0,1,1,1,1,2,2,2,1,0,47.95,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.0033637202861758597
2458,0,0,1,0,1,2,2,1,2,1,1,1,83.65,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.9444444444444444,0.6594276482806369
2459,1,0,0,1,1,1,1,2,2,1,1,1,64.4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.041666666666666664,0.02040733902607893
2460,1,0,1,0,1,2,2,2,2,2,1,1,68.5,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.005735056542810985
2461,0,0,1,1,1,1,1,1,2,1,1,0,62.65,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.4722222222222222,0.26033925686591275
2462,1,0,0,1,1,1,2,2,2,1,0,1,66.15,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.6805555555555555,0.3669743826448188
2463,0,0,1,0,1,0,0,0,0,0,0,1,19.65,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.3194444444444444,0.04993653357950612
2464,1,0,1,0,1,0,0,0,0,0,0,0,19.8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.986111111111111,0.15894876528963767
2465,0,0,0,0,1,2,2,2,1,1,1,1,84.8,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.6388888888888888,0.45465612739441497
2466,1,0,1,0,1,2,1,1,1,2,1,1,108.25,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.6944444444444444,0.6245788137549042
2467,1,0,0,1,0,1,2,2,2,2,1,1,45.3,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.013888888888888888,0.0030579275328871443
2468,1,0,0,1,1,2,2,2,2,2,1,1,79.85,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.3333333333333333,0.22873297945995846
2469,1,0,1,0,1,2,1,1,1,1,0,1,114.7,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.9444444444444444,0.9036522040156936
2470,0,0,0,1,1,0,0,0,0,0,0,0,20.9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.4305555555555555,0.07737710593122549
2471,0,0,1,0,0,1,2,1,1,1,0,0,49.85,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0.8888888888888888,0.368284098776829
2472,0,0,1,0,1,2,2,2,1,2,1,1,87.25,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0.19444444444444442,0.14306485114239556
2473,1,0,0,1,0,1,2,2,2,1,1,1,51.7,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0.8194444444444444,0.3446803600276945
2474,1,0,1,0,1,2,2,2,1,2,0,1,90.8,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,0.7492499423032541
2475,0,0,0,0,1,2,2,2,1,1,1,1,98.1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.05555555555555555,0.04356104315716594
2476,0,0,0,1,1,2,2,2,2,2,1,0,84.05,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0.4444444444444444,0.31883798753750286
2477,1,1,1,1,1,2,2,2,1,2,1,1,91.05,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.6666666666666666,0.5021867066697439
2478,1,0,1,1,1,2,1,1,1,2,0,1,109.65,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1.0,0.9071601661666282
2479,1,0,1,0,1,2,1,1,2,2,1,0,89.85,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.041666666666666664,0.026494345718901455
2480,0,0,1,0,1,2,1,1,2,2,0,1,95.9,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1.0,0.800294253404108
2481,1,0,0,1,1,2,2,2,2,2,1,0,84.3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.25,0.17529425340410804
2482,1,1,1,1,0,1,1,1,1,1,0,1,63.1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1.0,0.538512577890607
2483,0,1,1,1,1,2,2,2,2,2,1,1,85.95,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.4444444444444444,0.3011539349180706
2484,0,1,0,1,1,2,2,2,2,2,1,1,82.0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0.18055555555555555,0.1279021463189476
2485,0,0,0,0,0,1,1,2,2,2,1,0,29.8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.09722222222222221,0.02113431802446342
2486,0,0,1,0,1,1,1,1,2,2,1,0,55.9,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.08333333333333333,0.03998961458573737
2487,0,0,0,1,1,1,1,1,2,2,1,0,55.2,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.05555555555555555,0.023292176321255482
2488,0,0,1,0,1,0,0,0,0,0,1,1,20.45,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.18055555555555555,0.027198246018924534
2489,1,0,1,1,1,2,1,1,2,1,0,1,104.05,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.8888888888888888,0.7600680821601662
2490,0,0,0,1,1,2,2,2,2,2,1,0,70.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.2361111111111111,0.1323332564043388
2491,0,0,1,0,0,1,2,1,2,2,1,1,50.85,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0.5555555555555556,0.23283521809369953
2492,0,0,1,0,0,1,1,2,2,2,1,0,50.55,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0.15277777777777776,0.06306831294714979
2493,1,0,0,1,1,0,0,0,0,0,1,0,19.95,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.06944444444444445,0.01018347565197323
2494,0,0,1,0,1,2,2,2,2,2,1,0,85.6,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.3194444444444444,0.21343180244634205
2495,1,0,0,1,1,1,1,1,1,2,1,0,76.75,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.9444444444444444,0.6017135933533349
2496,0,0,0,1,1,2,2,1,2,2,1,1,79.15,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.006963997230556198
2497,1,0,1,0,1,1,1,1,1,1,0,1,87.55,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.7436360489268405
2498,0,0,0,1,0,1,1,2,1,1,1,1,41.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.7916666666666666,0.2584179552273252
2499,0,1,1,1,1,2,1,1,1,1,0,1,116.05,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.8333333333333333,0.7970343872605584
2500,1,1,0,1,1,1,2,2,2,2,1,0,44.7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.08333333333333333,0.029736902838679895
2501,1,0,1,0,1,2,2,2,1,2,1,1,90.4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.7638888888888888,0.5862393261020078
2502,0,1,0,1,1,2,1,1,2,1,0,1,110.1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.8917493653357951
2503,1,0,1,1,1,1,1,1,2,1,0,0,67.95,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.9722222222222222,0.5360431571659358
2504,1,0,1,0,1,2,1,2,1,2,1,1,89.4,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0.2361111111111111,0.17547311331640897
2505,1,0,0,1,1,1,2,2,2,2,1,0,59.9,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.125,0.060420032310177715
2506,1,0,1,0,1,1,1,1,2,1,0,0,60.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.7083333333333333,0.3580256173551811
2507,0,0,1,0,1,1,2,2,1,1,0,1,69.9,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.9305555555555555,0.530475421186245
2508,0,0,0,1,1,2,2,1,2,2,1,0,75.8,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.006577429033002538
2509,0,0,0,1,0,1,2,2,2,2,1,0,25.25,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0.041666666666666664,0.0046272790214631895
2510,0,0,0,1,0,1,1,1,2,1,1,0,50.95,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.08333333333333333,0.03332564043387953
2511,0,0,1,0,1,1,2,1,2,1,1,1,65.5,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.1388888888888889,0.06901684744980384
2512,0,0,1,1,1,2,2,2,2,1,1,1,86.05,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.29166666666666663,0.20771982460189248
2513,0,0,1,1,1,2,2,1,1,2,1,0,94.1,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0.18055555555555555,0.1381029309946919
